地區,大廈名單,最後個案居住日期,相關疑似/確診個案
油尖旺,泰盛商業(油蔴地)大樓 紅茶冰室 (非住宅),06/07/2020,1506
油尖旺,太子道108-118號康齡大廈 大家樂 (非住宅),06/07/2020,1512
深水埗,龍慶堂 (非住宅),06/07/2020,1512
西貢,彩雲邨伴月樓 (非住宅),06/07/2020,1549
東區,耀東商場 (非住宅),06/07/2020,1550
深水埗,西九龍中心 (非住宅),06/07/2020,"1233, 1263, 1435"
黃大仙,毓華里12-14號 時代冰室 (非住宅),06/07/2020,"1358, 1359"
深水埗,創匯國際中心 (非住宅),06/07/2020,"1359, 1464"
沙田,新港城中心 (非住宅),06/07/2020,"1372, 1385"
黃大仙,慈華大廈          西川風味餐廳 (非住宅),06/07/2020,"1430, 1532"
深水埗,中央飯店 (非住宅),06/07/2020,"1513, 1545"
黃大仙,龍池徑60號A  新志興至尊燒鵝大王 (非住宅),07/07/2020,1305
觀塘,定富街4-24號  豬嘜車仔麵 (非住宅),07/07/2020,1329
黃大仙,聖母書院 (非住宅),07/07/2020,1331
油尖旺,新興鋼具商業大廈 鵝皇館 (非住宅),07/07/2020,1332
西貢,調景嶺站地鐵站 (非住宅),07/07/2020,1356
九龍城,北帝街67號 (非住宅),07/07/2020,1368
九龍城,土瓜灣大廈     譚仔三哥米線 (非住宅),07/07/2020,1368
離島,東薈城 元氣壽司 (非住宅),07/07/2020,1377
沙田,新城市中央廣場 荳子 (非住宅),07/07/2020,1383
黃大仙,黃大仙中心南館 意八餐廳 (非住宅),07/07/2020,1383
黃大仙,慈雲山中心     阮蘭坊 (非住宅),07/07/2020,1383
沙田,九龍城浸信會禧年(恩平)小學 (非住宅),07/07/2020,1387
九龍城,海濱廣場一座 (非住宅),07/07/2020,1398
灣仔,銅鑼灣廣場 (非住宅),07/07/2020,1415
觀塘,九龍灣工業中心 (非住宅),07/07/2020,1415
灣仔,The L. Square (非住宅),07/07/2020,1415
西貢,香港科技大學鄭裕彤樓 (非住宅),07/07/2020,1416
油尖旺,The One (非住宅),07/07/2020,1431
西貢,將軍澳廣場會所 (非住宅),07/07/2020,1433
中西區,干諾道西118號 (非住宅),07/07/2020,1440
九龍城,翔龍灣廣場 太興 (非住宅),07/07/2020,1446
九龍城,保良局林文燦英文小學 (非住宅),07/07/2020,1446
黃大仙,永發大廈 (非住宅),07/07/2020,1487
深水埗,德讚中心 (非住宅),07/07/2020,1521
大埔,太和邨愛和樓 (非住宅),07/07/2020,1550
深水埗,長沙灣青山道381號 (非住宅),07/07/2020,1557
中西區,上環市政大廈 熟食中心 (非住宅),07/07/2020,1596
觀塘,富洋工業中心 (非住宅),07/07/2020,1611
觀塘,德福廣場二期 無印良品 (非住宅),07/07/2020,1611
觀塘,The Eastmark 大渣哥茶記 (非住宅),07/07/2020,1611
油尖旺,旺角中心第1座 (非住宅),07/07/2020,"1315, 1512"
黃大仙,彩雲商場         彩龍皇宮大酒樓 (非住宅),07/07/2020,"1361, 1397"
沙田,瀝源商場       富東閣海鮮酒家 (非住宅),07/07/2020,"1372, 1434"
沙田,禾輋廣場 金百滬 (非住宅),07/07/2020,"1372, 1434"
油尖旺,先達廣場 (非住宅),08/07/2020,1368
沙田,保良局朱正賢小學 (非住宅),08/07/2020,1378
沙田,乙明邨街5號 (非住宅),08/07/2020,1379
西貢,PopCorn (非住宅),08/07/2020,1404
西貢,維景灣畔第3期 (非住宅),08/07/2020,1429
深水埗,欽州街56號B1 (非住宅),08/07/2020,1434
油尖旺,恒生尖沙咀大廈 (非住宅),08/07/2020,1464
油尖旺,美麗華廣場一期 麵屋一平安 (非住宅),08/07/2020,1464
黃大仙,彩虹邨金碧樓31號 (非住宅),08/07/2020,1468
九龍城,森麻實道2號 (非住宅),08/07/2020,1477
油尖旺,國際廣場       燒肉牛蔵 (非住宅),08/07/2020,1480
灣仔,灣謝斐道482號 (非住宅),08/07/2020,1531
油尖旺,海運大廈 (非住宅),08/07/2020,1531
黃大仙,慈雲山中心     麥當勞 (非住宅),08/07/2020,1531
葵青,盛境居2座 (非住宅),08/07/2020,1542
油尖旺,惠豐中心 (非住宅),08/07/2020,1542
屯門,仁愛堂賽馬會社區及體育中心 (非住宅),08/07/2020,1546
西貢,新都城中心一期 (非住宅),08/07/2020,1558
觀塘,平田邨平信樓 (非住宅),08/07/2020,1558
中西區,南和行大廈 (非住宅),08/07/2020,1596
中西區,信德中心西座 (非住宅),08/07/2020,1605
深水埗,青山道305號  翠河餐廳 (非住宅),08/07/2020,1611
沙田,水泉澳廣場 (非住宅),08/07/2020,"1294, 1384, 1385"
東區,城市花園商場（城市中心） (非住宅),08/07/2020,"1390, 1447"
葵青,青衣城 2       小食快綫 (非住宅),09/07/2020,1333
西貢,優才（楊殷有娣）學校 (非住宅),09/07/2020,1371
東區,太古城中心 (非住宅),09/07/2020,1376
油尖旺,朗廷軒         火水爐冰室火鍋 (非住宅),09/07/2020,1383
沙田,希爾頓中心     譚仔三哥米線 (非住宅),09/07/2020,1385
九龍城,祥祺中心B座 (非住宅),09/07/2020,1398
九龍城,黃埔天地百合苑商場             譚仔三哥米線 (非住宅),09/07/2020,1398
沙田,環球工業中心 (非住宅),09/07/2020,1400
屯門,宣道會陳瑞芝紀念中學 (非住宅),09/07/2020,1402
屯門,山景邨 道教青松小學 (非住宅),09/07/2020,1403
觀塘,創紀之城五期(apm) 但馬屋 (非住宅),09/07/2020,1433
深水埗,黃金商場       潮福蒸氣火鍋 (非住宅),09/07/2020,1435
灣仔,南華體育會 (非住宅),09/07/2020,1447
西貢,富康花園商場 (非住宅),09/07/2020,1466
黃大仙,現崇山商場     大自然素食 (非住宅),09/07/2020,1477
西貢,常寧路2號TKO Gateway (非住宅),09/07/2020,1480
油尖旺,香港寶御酒店 (非住宅),09/07/2020,1480
油尖旺,環球商業大廈 (非住宅),09/07/2020,1480
元朗,裕景坊11號 (非住宅),09/07/2020,1482
沙田,隆亨商場 福盈酒家 (非住宅),09/07/2020,1497
九龍城,土瓜灣市政大廈暨政府合署 (非住宅),09/07/2020,1498
深水埗,基隆街298號   囍八方餃子麵館 (非住宅),09/07/2020,1501
黃大仙,慈華里14號 新昌燒臘飯店 (非住宅),09/07/2020,1541
灣仔,胡忠大廈       大快活 (非住宅),09/07/2020,1542
屯門,海趣坊 稻香 (非住宅),09/07/2020,1546
屯門,海麗花園 功夫點心 (非住宅),09/07/2020,1546
西貢,新都城中心3期 OK德海南雞專門店 (非住宅),09/07/2020,1552
黃大仙,鳳德商場       稻香超級漁港 (非住宅),09/07/2020,1586
九龍城,何文田廣場 Itamama (非住宅),09/07/2020,1593
西貢,尚德廣場 (非住宅),09/07/2020,1596
黃大仙,彩虹長者綜合服務 嘉峰臺中心 (非住宅),09/07/2020,1612
黃大仙,荷里活廣場 聯盛宴 (非住宅),09/07/2020,1666
觀塘,清水灣道8號匯八坊商場         大家樂 (非住宅),09/07/2020,"1394, 1523"
元朗,宏豐大廈 (非住宅),09/07/2020,"1428, 1482"
元朗,大橋街市 (非住宅),09/07/2020,"1471, 1561"
中西區,富輝商業中心   聚點坊點心專門店 (非住宅),09/07/2020,"1474, 1479, 1518, 1550, 1664"
黃大仙,彩虹地鐵站 OK便利店 (非住宅),10/07/2020,1414
觀塘,坪石邨商場     富港酒家 (非住宅),10/07/2020,1414
油尖旺,新港中心 鼎泰豐 (非住宅),10/07/2020,1419
黃大仙,毓華街42號 (非住宅),10/07/2020,1445
西貢,東港城         壹匯中菜廳 (非住宅),10/07/2020,1453
觀塘,坪石邨街市 (非住宅),10/07/2020,1455
葵青,路德會啟聾學校 (非住宅),10/07/2020,1457
葵青,香港荃灣帝盛酒店 (非住宅),10/07/2020,1464
葵青,華星工業大厦   金沙餐廳 (非住宅),10/07/2020,1464
西貢,將軍澳廣場(商場) (非住宅),10/07/2020,1466
深水埗,通州街公園壁球中心 (非住宅),10/07/2020,1472
沙田,盈力工業中心 (非住宅),10/07/2020,1474
觀塘,彩福邨彩樂樓 (非住宅),10/07/2020,1475
觀塘,彩盈商場       銀龍粥麵餐廳 (非住宅),10/07/2020,1475
油尖旺,尖沙咀中心 (非住宅),10/07/2020,1484
深水埗,長沙灣政府合署 (非住宅),10/07/2020,1501
西貢,新都城中心一期 大快活快餐店 (非住宅),10/07/2020,1501
灣仔,銅鑼灣廣場二期  太湖海鮮城 (非住宅),10/07/2020,1520
黃大仙,芳華里2號     曉壽司 (非住宅),10/07/2020,1531
葵青,嘉里溫控貨倉1 (非住宅),10/07/2020,1539
深水埗,青山道260號 (非住宅),10/07/2020,1542
灣仔,京都廣場 大快活 (非住宅),10/07/2020,1542
屯門,屯門時代廣場 稻香 (非住宅),10/07/2020,1546
油尖旺,北海街21號    發記茶餐廳 (非住宅),10/07/2020,1548
油尖旺,勞資審裁處 (非住宅),10/07/2020,1548
黃大仙,路德會沙崙堂幼稚園 (慈愛分校) (非住宅),10/07/2020,1551
中西區,金鐘道政府合署 (非住宅),10/07/2020,1581
油尖旺,鎮海商業大廈 (非住宅),10/07/2020,1594
西貢,將軍澳地鐵站 (非住宅),10/07/2020,1596
黃大仙,彩虹長者綜合服務中心 (非住宅),10/07/2020,1612
觀塘,富利工業大廈 深仔記 (非住宅),10/07/2020,1615
觀塘,國基集團中心 大家樂 (非住宅),10/07/2020,1615
油尖旺,太陽廣場 (非住宅),10/07/2020,1623
觀塘,匯八坊 大家樂 (非住宅),10/07/2020,1624
屯門,The Parkville 味千拉麵 (非住宅),10/07/2020,1642
黃大仙,荷里活廣場 抹茶館 (非住宅),10/07/2020,1666
黃大仙,慈雲山中心 中心點 (非住宅),10/07/2020,1686
黃大仙,牛池灣市政大廈 (非住宅),10/07/2020,"1371, 1388, 1389, 1394, 1467, 1468"
西貢,將軍澳中心(商場) (非住宅),10/07/2020,"1375, 1592"
屯門,新墟街市 (非住宅),10/07/2020,"1471, 1561"
黃大仙,錦安樓 (非住宅),10/07/2020,"1519, 1521, 1539"
灣仔,入境事務大樓 (非住宅),10/07/2020,"1542, 1584"
深水埗,北河街市政大廈 (非住宅),10/07/2020,"1557, 1611"
九龍城,晴朗商場 A區 (非住宅),11/07/2020,1457
沙田,雲疊花園5座 (非住宅),11/07/2020,1497
西貢,寶林邨寶林市場 (非住宅),11/07/2020,1501
九龍城,聖德肋撒醫院 (非住宅),11/07/2020,1513
灣仔,南洋酒店 (非住宅),11/07/2020,1520
黃大仙,慈雲山中心 海天堂 (非住宅),11/07/2020,1520
黃大仙,慈雲山中心 森美奧厨房 (非住宅),11/07/2020,1520
深水埗,西九龍中心 牛車水餐廳 (非住宅),11/07/2020,1573
觀塘,壹亞太中心     海港酒家 (非住宅),11/07/2020,1586
觀塘,容鳳書紀念中心 (非住宅),11/07/2020,1596
黃大仙,竹園南邨 (非住宅),11/07/2020,1603
黃大仙,采頤花園 大快活 (非住宅),11/07/2020,1612
油尖旺,香港瑰麗酒店 彤福軒 (非住宅),11/07/2020,1629
沙田,隆亨邨學心樓 (非住宅),11/07/2020,1666
深水埗,青山道202-210號興隆大廈 (非住宅),11/07/2020,1680
黃大仙,慈雲山中心     翠河餐廳 (非住宅),11/07/2020,"1430, 1440, 1444, 1445, 1484, 1519, 1531, 1532, 1555, 1586, 1605"
沙田,沙田中心 (非住宅),12/07/2020,1434
觀塘,啟田商場 (非住宅),12/07/2020,1439
觀塘,啓田大廈 譚仔三哥米線 (非住宅),12/07/2020,1439
觀塘,藍田地鐵站 (非住宅),12/07/2020,1439
黃大仙,大成街市 (非住宅),12/07/2020,1439
沙田,沙田第一城7座 (非住宅),12/07/2020,1506
觀塘,翠屏北商場 (非住宅),12/07/2020,1512
中西區,凌霄閣 (非住宅),12/07/2020,1517
東區,如心銅鑼灣海景酒店 阿翁小館 (非住宅),12/07/2020,1520
沙田,隆亨商場 (非住宅),12/07/2020,1536
沙田,新翠商場 (非住宅),12/07/2020,1536
元朗,天盛商場 (非住宅),12/07/2020,1540
屯門,寶田商場 (非住宅),12/07/2020,1546
觀塘,彩虹彩德商場 龍順軒海鮮酒家 (非住宅),12/07/2020,1578
西貢,天晉滙 (非住宅),12/07/2020,1593
九龍城,新城中心 (非住宅),12/07/2020,1594
黃大仙,現崇山商場 彩晶軒 (非住宅),12/07/2020,1607
深水埗,喜盈商場 壹號冰室 (非住宅),12/07/2020,1611
觀塘,時運工業大廈 (非住宅),12/07/2020,1615
荃灣,楊屋道市政大廈 (非住宅),12/07/2020,1652
油尖旺,朗豪坊 (非住宅),12/07/2020,"1297, 1641"
黃大仙,蒲明里6、8、10、12號及蒲惠里11號 (非住宅),12/07/2020,"1310, 1311, 1312, 1321, 1408, 1410, 1591, 1659"
黃大仙,彩雲商場 (非住宅),12/07/2020,"1361, 1401"
黃大仙,德望中學 (非住宅),12/07/2020,"1375, 1429, 1437, 1592"
黃大仙,萬年戲院大廈 (非住宅),12/07/2020,"1507, 1508"
元朗,元朗廣場 (非住宅),12/07/2020,"1540, 1712"
深水埗,福華街104號   圓方餃子粥麵 (非住宅),13/07/2020,1434
油尖旺,新九龍廣場     名苑酒家 (非住宅),13/07/2020,1488
沙田,京瑞廣場1期 (非住宅),13/07/2020,1506
深水埗,寶血醫院 (非住宅),13/07/2020,1524
深水埗,黃金冰室(順寧道店) (非住宅),13/07/2020,1542
深水埗,快樂大廈 客家好棧 (非住宅),13/07/2020,1545
深水埗,天悅廣場 (非住宅),13/07/2020,1557
灣仔,香港護理學院 (非住宅),13/07/2020,1564
油尖旺,尖沙咀圓方 千両 (非住宅),13/07/2020,1578
黃大仙,黃大仙中心 亞萊泰 (非住宅),13/07/2020,1579
深水埗,巴域街53-55號 (非住宅),13/07/2020,1581
九龍城,香港房屋委員會總部 (非住宅),13/07/2020,1593
灣仔,美暉大廈 (非住宅),13/07/2020,1607
深水埗,美葵樓 雙節棍粉麵餐廳 (非住宅),13/07/2020,1647
黃大仙,慈雲山中心 元気寿司 (非住宅),13/07/2020,1668
油尖旺,加士居道 土地審裁處 (非住宅),13/07/2020,1672
北區,沙頭角公路龍躍頭段18號 (非住宅),13/07/2020,1672
深水埗,西九龍法院大樓B座 (非住宅),13/07/2020,1672
九龍城,香港浸信會醫院 (非住宅),13/07/2020,"1314, 1364, 1557"
深水埗,北河街街市及熟食中心 (非住宅),13/07/2020,"1435, 1558"
黃大仙,慈雲山中心     薀莎餐廳 (非住宅),13/07/2020,"1477, 1514, 1517, 1534,  1555, 1567, 1569, 1572, 1583, 1666"
西貢,寶林商場 (非住宅),13/07/2020,"1501, 1558"
西貢,彩明商場 (非住宅),14/07/2020,1594
油尖旺,海港城港威商場 大家樂 (非住宅),14/07/2020,1607
灣仔,崇光(香港崇光百貨) (非住宅),14/07/2020,1607
深水埗,汝洲街276號 肥仔記 (非住宅),14/07/2020,1611
深水埗,西九龍中心 美心西餅 (非住宅),14/07/2020,1611
九龍城,金都豪苑 麵麵棧 (非住宅),14/07/2020,1633
黃大仙,香港九龍貝爾特酒店 (非住宅),14/07/2020,1633
東區,南方大廈 (非住宅),14/07/2020,1633
油尖旺,家樂坊 (非住宅),14/07/2020,1640
屯門,友愛邨愛義樓 (非住宅),14/07/2020,1647
油尖旺,星光行 (非住宅),14/07/2020,1648
灣仔,灣仔政府大樓 (非住宅),14/07/2020,1653
沙田,顯徑商場 (非住宅),14/07/2020,1666
中西區,統一中心 (非住宅),14/07/2020,1672
黃大仙,慈雲山中心  百匯軒 (非住宅),14/07/2020,"1430, 1440, 1444, 1445, 1484, 1519, 1531, 1532, 1555, 1586, 1605, 1662, 1666, 1698, 1702"
黃大仙,毓華街58號 (非住宅),14/07/2020,"1477, 1679"
觀塘,瑞和街市政大廈 (非住宅),14/07/2020,"1512, 1672"
深水埗,又一城 (非住宅),15/07/2020,1594
深水埗,又一城 EXP (非住宅),15/07/2020,1594
荃灣,荃景圍胡忠游泳池 (非住宅),15/07/2020,1642
黃大仙,慈雲山中心 (非住宅),15/07/2020,"1404, 1444, 1477, 1507, 1508, 1520,  1538, 1549, 1556, 1564, 1565, 1570, 1579, 1583, 1586, 1588, 1601, 1603, 1637, 1667, 1669, 1680, 1702, 1705"
黃大仙,慈正商場2期 (非住宅),15/07/2020,"1552, 1662"
西貢,天晉匯 東南加 (非住宅),16/07/2020,1593
九龍城,工業貿易大樓 (非住宅),16/07/2020,1617
黃大仙,斧山道運動場 (非住宅),16/07/2020,1640
荃灣,香港港安醫院 (非住宅),16/07/2020,1654
黃大仙,荷里活廣場 (非住宅),17/07/2020,1665
油尖旺,漢興大廈 (非住宅),17/07/2020,1673
油尖旺,嘉賓商業大廈 (非住宅),17/07/2020,1681
南區,東華三院賽馬會松朗安老綜合中心 (非住宅),17/07/2020,"1691, 1708"
